app_name,category,bundle_id,status,launch_date,mrr,downloads_mtd,marketing_spend_mtd,rating,trial_conversion,day7_retention,cpi,notes
AquaLog,Health & Fitness,com.rightbehind.aqualog,testflight,,0,0,0,,,,,Build 7 submitted; pending App Store review
